,Var1,Var2,value
6919,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.ColdCuts,0.28
7799,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.DietSoftDrinks,0.28
3316,FoodGroupIntakeScore.RedMeatAndProducts,THCA,0.28
4752,FoodGroupIntakeScore.RefinedCereals,PercentualTotalEnergyIntake.Carbohydrate,0.28
6293,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore...liveOil,0.28
6383,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore.VegetableOils,0.28
6743,FoodGroupIntakeScore.RegularSoftDrinks,MacroNutrientsCalculation.TotalFatIntakeG,0.28
3583,FoodGroupIntakeScore.Sweets,DCA.3OH.S,0.28
354,FoodGroupIntakeScore.TotalSoftDrinks,CA,0.28
7451,FoodGroupIntakeScore.VegetableOils,FoodGroupIntakeScore.RegularSoftDrinks,0.28
5921,FoodGroupIntakeScore.VegetableOils,Methylbutyric.Acid,0.28
6288,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore...liveOil,0.28
5427,GCA.3OH.S,Isoleucine,0.28
2401,Isoleucine,GCA.3OH.S,0.28
7994,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,CDCA,0.28
7455,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.RegularSoftDrinks,0.28
3135,MacroNutrientsCalculation.TotalFatIntakeG,Valine,0.28
6366,Methylbutyric.Acid,FoodGroupIntakeScore.VegetableOils,0.28
6443,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.RefinedCereals,0.28
234,PercentualTotalEnergyIntake.Fat,bMCA,0.28
6787,THCA,FoodGroupIntakeScore.RedMeatAndProducts,0.28
6695,Valine,MacroNutrientsCalculation.TotalFatIntakeG,0.28
364,CA,FoodGroupIntakeScore.CoffeTea,0.27
3733,CA.3OH.S,longum.suillum,0.27
5020,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.FullFatDairyProducts,0.27
5215,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.Potatoes,0.27
2065,FoodGroupIntakeScore.Alcohol,LCA,0.27
7915,FoodGroupIntakeScore.Alcohol,TDCA,0.27
275,FoodGroupIntakeScore.CoffeTea,CA,0.27
6377,FoodGroupIntakeScore.ColdCuts,FoodGroupIntakeScore.VegetableOils,0.27
4937,FoodGroupIntakeScore.ColdCuts,longum.longum,0.27
106,FoodGroupIntakeScore.Eggs,Propionic.Acid,0.27
6831,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.RedMeatAndProducts,0.27
6266,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore...liveOil,0.27
4736,FoodGroupIntakeScore.FullFatDairyProducts,PercentualTotalEnergyIntake.Carbohydrate,0.27
5155,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.Potatoes,0.27
7618,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.Alcohol,0.27
2218,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.NonRefinedCereals,0.27
7708,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.Sauces,0.27
7276,FoodGroupIntakeScore.RedMeatAndProducts,FoodGroupIntakeScore.Fish,0.27
4936,FoodGroupIntakeScore.RedMeatAndProducts,longum.longum,0.27
5216,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.Potatoes,0.27
2066,FoodGroupIntakeScore.Sauces,LCA,0.27
7916,FoodGroupIntakeScore.Sauces,TDCA,0.27
6911,FoodGroupIntakeScore.VegetableOils,FoodGroupIntakeScore.ColdCuts,0.27
7001,FoodGroupIntakeScore.VegetableOils,FoodGroupIntakeScore.Vegetables,0.27
6378,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.VegetableOils,0.27
4721,GUDCA,PercentualTotalEnergyIntake.Carbohydrate,0.27
5911,Isoleucine,Methylbutyric.Acid,0.27
7583,LCA,FoodGroupIntakeScore.Alcohol,0.27
7673,LCA,FoodGroupIntakeScore.Sauces,0.27
6895,longum.longum,FoodGroupIntakeScore.ColdCuts,0.27
6805,longum.longum,FoodGroupIntakeScore.RedMeatAndProducts,0.27
3822,longum.suillum,CA.3OH.S,0.27
7364,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,MCA,0.27
6652,MCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.27
7912,MCA,TDCA,0.27
5466,Methylbutyric.Acid,Isoleucine,0.27
5003,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.FullFatDairyProducts,0.27
3653,PercentualTotalEnergyIntake.Carbohydrate,GUDCA,0.27
3123,PercentualTotalEnergyIntake.Protein,Valine,0.27
1352,Propionic.Acid,FoodGroupIntakeScore.Eggs,0.27
7648,TDCA,FoodGroupIntakeScore.Alcohol,0.27
7738,TDCA,FoodGroupIntakeScore.Sauces,0.27
7378,TDCA,MCA,0.27
5615,Valine,PercentualTotalEnergyIntake.Protein,0.27
2564,adolescentis,Leucine,0.26
4684,CA,PercentualTotalEnergyIntake.Carbohydrate,0.26
4186,Caproic.acid,TDHCA,0.26
6389,CDCA,FoodGroupIntakeScore.VegetableOils,0.26
7119,CDCA.3OH.S,Kidmed,0.26
6550,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.Sweets,0.26
5375,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.Poultry,0.26
6559,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.Sweets,0.26
4826,FoodGroupIntakeScore.FullFatDairyProducts,PercentualTotalEnergyIntake.Fat,0.26
2550,FoodGroupIntakeScore.Nuts,Leucine,0.26
5638,FoodGroupIntakeScore.Potatoes,PercentualTotalEnergyIntake.Protein,0.26
3298,FoodGroupIntakeScore.Potatoes,THCA,0.26
5820,FoodGroupIntakeScore.Poultry,FoodGroupIntakeScore.FruitJuices,0.26
6630,FoodGroupIntakeScore.Poultry,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.26
7542,FoodGroupIntakeScore.RefinedCereals,FoodGroupIntakeScore.TotalSoftDrinks,0.26
1324,FoodGroupIntakeScore.SaltySnacks,Isovaleric.Acid,0.26
6283,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore...liveOil,0.26
7093,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.Fruits,0.26
5473,FoodGroupIntakeScore.Sweets,Isoleucine,0.26
6474,FoodGroupIntakeScore.TotalSoftDrinks,FoodGroupIntakeScore.RefinedCereals,0.26
1074,FoodGroupIntakeScore.TotalSoftDrinks,GHCA,0.26
4584,FoodGroupIntakeScore.TotalSoftDrinks,TCDCA,0.26
7991,FoodGroupIntakeScore.VegetableOils,CDCA,0.26
7482,GHCA,FoodGroupIntakeScore.TotalSoftDrinks,0.26
6541,Isoleucine,FoodGroupIntakeScore.Sweets,0.26
5685,Isovaleric.Acid,FoodGroupIntakeScore.SaltySnacks,0.26
800,Kidmed,CDCA.3OH.S,0.26
1913,LCA,UDCA,0.26
3899,Leucine,adolescentis,0.26
2639,Leucine,FoodGroupIntakeScore.Nuts,0.26
5384,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,FoodGroupIntakeScore.Poultry,0.26
3322,MCA,THCA,0.26
323,PercentualTotalEnergyIntake.Carbohydrate,CA,0.26
5004,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.FullFatDairyProducts,0.26
5193,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.Potatoes,0.26
7521,TCDCA,FoodGroupIntakeScore.TotalSoftDrinks,0.26
4097,TDHCA,Caproic.acid,0.26
5167,THCA,FoodGroupIntakeScore.Potatoes,0.26
7327,THCA,MCA,0.26
2002,UDCA,LCA,0.26
6847,Acetic.Acid,FoodGroupIntakeScore.ColdCuts,0.25
7847,animalis.animalis,TDCA,0.25
6853,breve,FoodGroupIntakeScore.ColdCuts,0.25
7707,Butyric.Acid,FoodGroupIntakeScore.Sauces,0.25
2206,Caproic.acid,FoodGroupIntakeScore.NonRefinedCereals,0.25
3646,Caproic.acid,GUDCA,0.25
3730,DCA.3OH.S,longum.suillum,0.25
6910,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.ColdCuts,0.25
1075,FoodGroupIntakeScore.Alcohol,GHCA,0.25
617,FoodGroupIntakeScore.ColdCuts,Acetic.Acid,0.25
1157,FoodGroupIntakeScore.ColdCuts,breve,0.25
6287,FoodGroupIntakeScore.ColdCuts,FoodGroupIntakeScore...liveOil,0.25
5567,FoodGroupIntakeScore.ColdCuts,MacroNutrientsCalculation.TotalProteinIntakeG,0.25
5555,FoodGroupIntakeScore.FruitJuices,MacroNutrientsCalculation.TotalProteinIntakeG,0.25
6019,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.Sweeteners,0.25
6199,FoodGroupIntakeScore.Fruits,PercentualTotalEnergyIntake.Alcohol,0.25
2219,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.NonRefinedCereals,0.25
5189,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.Potatoes,0.25
4075,FoodGroupIntakeScore.NonRefinedCereals,Caproic.acid,0.25
5245,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.Legumes,0.25
5605,FoodGroupIntakeScore.NonRefinedCereals,PercentualTotalEnergyIntake.Protein,0.25
840,FoodGroupIntakeScore.Nuts,GCA,0.25
5179,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.Potatoes,0.25
5278,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.Legumes,0.25
4378,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.Olives,0.25
3118,FoodGroupIntakeScore.Potatoes,Valine,0.25
7546,FoodGroupIntakeScore.RedMeatAndProducts,FoodGroupIntakeScore.TotalSoftDrinks,0.25
6192,FoodGroupIntakeScore.RefinedCereals,PercentualTotalEnergyIntake.Alcohol,0.25
6113,FoodGroupIntakeScore.RegularSoftDrinks,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.25
5126,FoodGroupIntakeScore.Sauces,Butyric.Acid,0.25
1076,FoodGroupIntakeScore.Sauces,GHCA,0.25
7087,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.Fruits,0.25
6834,FoodGroupIntakeScore.TotalSoftDrinks,FoodGroupIntakeScore.RedMeatAndProducts,0.25
4944,FoodGroupIntakeScore.TotalSoftDrinks,longum.longum,0.25
5471,FoodGroupIntakeScore.VegetableOils,Isoleucine,0.25
2620,GCA,FoodGroupIntakeScore.Nuts,0.25
2457,GCA.3OH.S,UDCA.3OH.S,0.25
1818,GDCA,GDHCA,0.25
1551,GDHCA,GDCA,0.25
4521,GDHCA,TCDCA,0.25
7572,GHCA,FoodGroupIntakeScore.Alcohol,0.25
7662,GHCA,FoodGroupIntakeScore.Sauces,0.25
4091,GUDCA,Caproic.acid,0.25
3094,HCA,Valine,0.25
3729,HDCA,longum.suillum,0.25
6361,Isoleucine,FoodGroupIntakeScore.VegetableOils,0.25
3278,LCA.S,THCA,0.25
7525,longum.longum,FoodGroupIntakeScore.TotalSoftDrinks,0.25
3552,longum.suillum,DCA.3OH.S,0.25
3462,longum.suillum,HDCA,0.25
7448,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.RegularSoftDrinks,0.25
6902,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore.ColdCuts,0.25
5822,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore.FruitJuices,0.25
7089,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.Fruits,0.25
6459,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.RefinedCereals,0.25
4839,PercentualTotalEnergyIntake.Alcohol,PercentualTotalEnergyIntake.Fat,0.25
6174,PercentualTotalEnergyIntake.Fat,PercentualTotalEnergyIntake.Alcohol,0.25
2223,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.NonRefinedCereals,0.25
4550,TaMCA,TCDCA,0.25
1851,TCDCA,GDHCA,0.25
4461,TCDCA,TaMCA,0.25
1528,TDCA,animalis.animalis,0.25
3367,THCA,LCA.S,0.25
2368,UDCA.3OH.S,GCA.3OH.S,0.25
5165,Valine,FoodGroupIntakeScore.Potatoes,0.25
3005,Valine,HCA,0.25
7927,Acetic.Acid,CDCA,0.24
4327,Acetic.Acid,FoodGroupIntakeScore.Olives,0.24
2654,adolescentis,FoodGroupIntakeScore.Nuts,0.24
3446,aMCA,HDCA,0.24
4886,aMCA,longum.longum,0.24
1367,animalis.animalis,FoodGroupIntakeScore.Eggs,0.24
7473,bMCA,FoodGroupIntakeScore.TotalSoftDrinks,0.24
6493,breve,FoodGroupIntakeScore.Sweets,0.24
7617,Butyric.Acid,FoodGroupIntakeScore.Alcohol,0.24
2203,CA.3OH.S,FoodGroupIntakeScore.NonRefinedCereals,0.24
766,Caproic.acid,CDCA.3OH.S,0.24
5716,Caproic.acid,FoodGroupIntakeScore.SaltySnacks,0.24
629,CDCA,Acetic.Acid,0.24
1439,CDCA,FoodGroupIntakeScore.Eggs,0.24
4059,CDCA.3OH.S,Caproic.acid,0.24
2799,CDCA.3OH.S,GCDCA,0.24
5125,FoodGroupIntakeScore.Alcohol,Butyric.Acid,0.24
2705,FoodGroupIntakeScore.CoffeTea,TLCA,0.24
5757,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.SaltySnacks,0.24
1456,FoodGroupIntakeScore.Eggs,animalis.animalis,0.24
7936,FoodGroupIntakeScore.Eggs,CDCA,0.24
2599,FoodGroupIntakeScore.Fruits,Leucine,0.24
6806,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.RedMeatAndProducts,0.24
3805,FoodGroupIntakeScore.NonRefinedCereals,CA.3OH.S,0.24
2095,FoodGroupIntakeScore.NonRefinedCereals,longum.infantis,0.24
3900,FoodGroupIntakeScore.Nuts,adolescentis,0.24
1830,FoodGroupIntakeScore.Nuts,GDHCA,0.24
589,FoodGroupIntakeScore.Olives,Acetic.Acid,0.24
2119,FoodGroupIntakeScore.Olives,longum.infantis,0.24
6450,FoodGroupIntakeScore.Poultry,FoodGroupIntakeScore.RefinedCereals,0.24
5026,FoodGroupIntakeScore.RedMeatAndProducts,FoodGroupIntakeScore.FullFatDairyProducts,0.24
5382,FoodGroupIntakeScore.RefinedCereals,FoodGroupIntakeScore.Poultry,0.24
4114,FoodGroupIntakeScore.SaltySnacks,Caproic.acid,0.24
7804,FoodGroupIntakeScore.SaltySnacks,FoodGroupIntakeScore.DietSoftDrinks,0.24
1153,FoodGroupIntakeScore.Sweets,breve,0.24
6373,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.VegetableOils,0.24
264,FoodGroupIntakeScore.TotalSoftDrinks,bMCA,0.24
6654,FoodGroupIntakeScore.TotalSoftDrinks,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.24
6551,FoodGroupIntakeScore.VegetableOils,FoodGroupIntakeScore.Sweets,0.24
2411,FoodGroupIntakeScore.VegetableOils,GCA.3OH.S,0.24
7368,FoodGroupIntakeScore.Vegetables,MCA,0.24
6327,GCA.3OH.S,FoodGroupIntakeScore.VegetableOils,0.24
752,GCDCA,CDCA.3OH.S,0.24
2631,GDHCA,FoodGroupIntakeScore.Nuts,0.24
7124,GLCA,Kidmed,0.24
2289,HDCA,aMCA,0.24
3999,HDCA,pseudocatenulatum,0.24
1250,Kidmed,GLCA,0.24
2093,LCA,longum.infantis,0.24
7049,Leucine,FoodGroupIntakeScore.Fruits,0.24
2184,longum.infantis,FoodGroupIntakeScore.NonRefinedCereals,0.24
4344,longum.infantis,FoodGroupIntakeScore.Olives,0.24
2004,longum.infantis,LCA,0.24
2305,longum.longum,aMCA,0.24
4555,longum.longum,TCDCA,0.24
7544,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,FoodGroupIntakeScore.TotalSoftDrinks,0.24
7352,MacroNutrientsCalculation.TotalProteinIntakeG,MCA,0.24
7012,MCA,FoodGroupIntakeScore.Vegetables,0.24
5572,MCA,MacroNutrientsCalculation.TotalProteinIntakeG,0.24
3465,pseudocatenulatum,HDCA,0.24
1910,TCA,UDCA,0.24
4911,TCDCA,longum.longum,0.24
391,TLCA,FoodGroupIntakeScore.CoffeTea,0.24
1732,UDCA,TCA,0.24
5509,bifidum,MacroNutrientsCalculation.TotalProteinIntakeG,0.23
5869,bifidum,Methylbutyric.Acid,0.23
2083,breve,longum.infantis,0.23
3694,CA,longum.suillum,0.23
5039,CDCA,FoodGroupIntakeScore.FullFatDairyProducts,0.23
6219,CDCA.3OH.S,FoodGroupIntakeScore...liveOil,0.23
5440,DCA.3OH.S,Isoleucine,0.23
790,FoodGroupIntakeScore...liveOil,CDCA.3OH.S,0.23
7180,FoodGroupIntakeScore...liveOil,Kidmed,0.23
7277,FoodGroupIntakeScore.ColdCuts,FoodGroupIntakeScore.Fish,0.23
7197,FoodGroupIntakeScore.DietSoftDrinks,Kidmed,0.23
2067,FoodGroupIntakeScore.DietSoftDrinks,LCA,0.23
1546,FoodGroupIntakeScore.Eggs,GDCA,0.23
1186,FoodGroupIntakeScore.Eggs,GLCA,0.23
6921,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.ColdCuts,0.23
6021,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.Sweeteners,0.23
1251,FoodGroupIntakeScore.Fish,GLCA,0.23
6201,FoodGroupIntakeScore.Fish,PercentualTotalEnergyIntake.Alcohol,0.23
5645,FoodGroupIntakeScore.FruitJuices,PercentualTotalEnergyIntake.Protein,0.23
7976,FoodGroupIntakeScore.FullFatDairyProducts,CDCA,0.23
3450,FoodGroupIntakeScore.Nuts,HDCA,0.23
8059,FoodGroupIntakeScore.Olives,GHDCA,0.23
4459,FoodGroupIntakeScore.Olives,TaMCA,0.23
4648,FoodGroupIntakeScore.Potatoes,Isobutyric.Acid,0.23
4018,FoodGroupIntakeScore.Potatoes,pseudocatenulatum,0.23
6720,FoodGroupIntakeScore.Poultry,MacroNutrientsCalculation.TotalFatIntakeG,0.23
6012,FoodGroupIntakeScore.RefinedCereals,FoodGroupIntakeScore.Sweeteners,0.23
6102,FoodGroupIntakeScore.RefinedCereals,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.23
3773,FoodGroupIntakeScore.RegularSoftDrinks,longum.suillum,0.23
7267,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.Fish,0.23
6457,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.RefinedCereals,0.23
8083,FoodGroupIntakeScore.Sweets,GHDCA,0.23
5934,FoodGroupIntakeScore.TotalSoftDrinks,Methylbutyric.Acid,0.23
5517,GCA.3OH.S,MacroNutrientsCalculation.TotalProteinIntakeG,0.23
1368,GDCA,FoodGroupIntakeScore.Eggs,0.23
2088,GDCA,longum.infantis,0.23
4791,GDHCA,PercentualTotalEnergyIntake.Fat,0.23
4410,GHDCA,FoodGroupIntakeScore.Olives,0.23
6570,GHDCA,FoodGroupIntakeScore.Sweets,0.23
1364,GLCA,FoodGroupIntakeScore.Eggs,0.23
7214,GLCA,FoodGroupIntakeScore.Fish,0.23
2649,HDCA,FoodGroupIntakeScore.Nuts,0.23
6603,Heptanoic.Acid,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.23
3093,Heptanoic.Acid,Valine,0.23
5182,Isobutyric.Acid,FoodGroupIntakeScore.Potatoes,0.23
3571,Isoleucine,DCA.3OH.S,0.23
6290,Kidmed,FoodGroupIntakeScore...liveOil,0.23
7820,Kidmed,FoodGroupIntakeScore.DietSoftDrinks,0.23
6200,Kidmed,PercentualTotalEnergyIntake.Alcohol,0.23
7763,LCA,FoodGroupIntakeScore.DietSoftDrinks,0.23
7313,LCA,MCA,0.23
1104,longum.infantis,breve,0.23
1554,longum.infantis,GDCA,0.23
312,longum.suillum,CA,0.23
7422,longum.suillum,FoodGroupIntakeScore.RegularSoftDrinks,0.23
6458,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.RefinedCereals,0.23
2954,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,Heptanoic.Acid,0.23
5385,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.Poultry,0.23
1682,MacroNutrientsCalculation.TotalProteinIntakeG,bifidum,0.23
2402,MacroNutrientsCalculation.TotalProteinIntakeG,GCA.3OH.S,0.23
2062,MCA,LCA,0.23
1686,Methylbutyric.Acid,bifidum,0.23
7536,Methylbutyric.Acid,FoodGroupIntakeScore.TotalSoftDrinks,0.23
7269,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.Fish,0.23
7179,PercentualTotalEnergyIntake.Alcohol,Kidmed,0.23
1854,PercentualTotalEnergyIntake.Fat,GDHCA,0.23
5823,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.FruitJuices,0.23
5175,pseudocatenulatum,FoodGroupIntakeScore.Potatoes,0.23
4370,TaMCA,FoodGroupIntakeScore.Olives,0.23
2915,Valine,Heptanoic.Acid,0.23
5444,adolescentis,Isoleucine,0.22
5066,aMCA,Butyric.Acid,0.22
7406,aMCA,FoodGroupIntakeScore.RegularSoftDrinks,0.22
17,animalis.animalis,DHCA,0.22
5599,bifidum,PercentualTotalEnergyIntake.Protein,0.22
1003,breve,GHCA,0.22
1183,breve,GLCA,0.22
2307,Butyric.Acid,aMCA,0.22
5277,Butyric.Acid,FoodGroupIntakeScore.Legumes,0.22
4229,CDCA,TDHCA,0.22
2796,DCA,GCDCA,0.22
1441,DHCA,animalis.animalis,0.22
2410,FoodGroupIntakeScore...liveOil,GCA.3OH.S,0.22
5470,FoodGroupIntakeScore...liveOil,Isoleucine,0.22
4840,FoodGroupIntakeScore...liveOil,PercentualTotalEnergyIntake.Fat,0.22
3325,FoodGroupIntakeScore.Alcohol,THCA,0.22
2597,FoodGroupIntakeScore.ColdCuts,Leucine,0.22
5686,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.SaltySnacks,0.22
6651,FoodGroupIntakeScore.Fish,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.22
6815,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.RedMeatAndProducts,0.22
6109,FoodGroupIntakeScore.Fruits,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.22
146,FoodGroupIntakeScore.FullFatDairyProducts,Propionic.Acid,0.22
5099,FoodGroupIntakeScore.Legumes,Butyric.Acid,0.22
5138,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.Potatoes,0.22
2635,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.Nuts,0.22
2190,FoodGroupIntakeScore.Nuts,FoodGroupIntakeScore.NonRefinedCereals,0.22
8040,FoodGroupIntakeScore.Nuts,GHDCA,0.22
688,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.LowFatDairyProducts,0.22
2578,FoodGroupIntakeScore.Potatoes,Leucine,0.22
5548,FoodGroupIntakeScore.Potatoes,MacroNutrientsCalculation.TotalProteinIntakeG,0.22
4288,FoodGroupIntakeScore.Potatoes,Valeric.Acid,0.22
6990,FoodGroupIntakeScore.Poultry,FoodGroupIntakeScore.Vegetables,0.22
5836,FoodGroupIntakeScore.RedMeatAndProducts,FoodGroupIntakeScore.FruitJuices,0.22
1876,FoodGroupIntakeScore.RedMeatAndProducts,GDHCA,0.22
2333,FoodGroupIntakeScore.RegularSoftDrinks,aMCA,0.22
6023,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore.Sweeteners,0.22
6203,FoodGroupIntakeScore.RegularSoftDrinks,PercentualTotalEnergyIntake.Alcohol,0.22
1414,FoodGroupIntakeScore.SaltySnacks,FoodGroupIntakeScore.Eggs,0.22
7447,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.RegularSoftDrinks,0.22
5388,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.Poultry,0.22
6237,GCA.3OH.S,FoodGroupIntakeScore...liveOil,0.22
6687,GCA.3OH.S,MacroNutrientsCalculation.TotalFatIntakeG,0.22
482,GCDCA,DCA,0.22
6771,GDHCA,FoodGroupIntakeScore.RedMeatAndProducts,0.22
1092,GHCA,breve,0.22
1722,GHCA,TCA,0.22
2700,GHDCA,FoodGroupIntakeScore.Nuts,0.22
1094,GLCA,breve,0.22
3931,Isoleucine,adolescentis,0.22
6271,Isoleucine,FoodGroupIntakeScore...liveOil,0.22
5641,Isoleucine,PercentualTotalEnergyIntake.Protein,0.22
3345,Isovaleric.Acid,LCA.S,0.22
6110,Kidmed,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.22
1298,LCA.S,Isovaleric.Acid,0.22
6869,Leucine,FoodGroupIntakeScore.ColdCuts,0.22
5159,Leucine,FoodGroupIntakeScore.Potatoes,0.22
7088,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.Fruits,0.22
7178,MacroNutrientsCalculation.TotalAlcoholIntakeG,Kidmed,0.22
7274,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,FoodGroupIntakeScore.Fish,0.22
2415,MacroNutrientsCalculation.TotalFatIntakeG,GCA.3OH.S,0.22
5655,MacroNutrientsCalculation.TotalFatIntakeG,PercentualTotalEnergyIntake.Protein,0.22
5192,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore.Potatoes,0.22
7449,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.RegularSoftDrinks,0.22
6264,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore...liveOil,0.22
144,PercentualTotalEnergyIntake.Fat,Propionic.Acid,0.22
1683,PercentualTotalEnergyIntake.Protein,bifidum,0.22
5463,PercentualTotalEnergyIntake.Protein,Isoleucine,0.22
6723,PercentualTotalEnergyIntake.Protein,MacroNutrientsCalculation.TotalFatIntakeG,0.22
4952,Propionic.Acid,FoodGroupIntakeScore.FullFatDairyProducts,0.22
4772,Propionic.Acid,PercentualTotalEnergyIntake.Fat,0.22
1010,TCA,GHCA,0.22
7967,TDHCA,CDCA,0.22
7597,THCA,FoodGroupIntakeScore.Alcohol,0.22
3187,THCA,THDCA,0.22
937,THCA,TUDCA,0.22
3276,THDCA,THCA,0.22
3251,TUDCA,THCA,0.22
5178,Valeric.Acid,FoodGroupIntakeScore.Potatoes,0.22
6506,aMCA,FoodGroupIntakeScore.Sweets,0.21
5057,animalis.animalis,Butyric.Acid,0.21
1547,animalis.animalis,GDCA,0.21
7759,bifidum,FoodGroupIntakeScore.DietSoftDrinks,0.21
1497,Butyric.Acid,animalis.animalis,0.21
5997,Butyric.Acid,FoodGroupIntakeScore.Sweeteners,0.21
5353,CA.3OH.S,FoodGroupIntakeScore.Poultry,0.21
4636,Caproic.acid,Isobutyric.Acid,0.21
6849,CDCA.3OH.S,FoodGroupIntakeScore.ColdCuts,0.21
940,DCA.3OH.S,TUDCA,0.21
5945,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.Sweeteners,0.21
6035,FoodGroupIntakeScore.CoffeTea,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.21
797,FoodGroupIntakeScore.ColdCuts,CDCA.3OH.S,0.21
1707,FoodGroupIntakeScore.DietSoftDrinks,bifidum,0.21
1276,FoodGroupIntakeScore.Eggs,Isovaleric.Acid,0.21
4941,FoodGroupIntakeScore.Fish,longum.longum,0.21
155,FoodGroupIntakeScore.FruitJuices,Propionic.Acid,0.21
2779,FoodGroupIntakeScore.Fruits,TLCA,0.21
7436,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.RegularSoftDrinks,0.21
